,player,team,opponent,market,line,book,bet_side,bet_odds,predicted_score,season_avg,avg_last_10,over_rate_last_10,edge_last_10,avg_last_7,over_rate_last_7,edge_last_7,over_prob,over_odds,under_prob,under_odds,ml_prob_over,ml_prob_pct,ml_conf_tier,ml_odds_over,unified_side,unified_pick,kelly_full,kelly_half,confidence_pct,game_time
242,Jerami Grant,POR,TOR,fs,28.5,PrizePicks,Under,-140,26.93,24.23,27.14,0.42,-1.36,31.91,0.56,3.41,0.417,140,0.583,-140,0.548,54.8,RED (Low),-121,Pass,Pass (ML near 50/50),,,25,2025-12-03T00:40:00.000Z
178,Isaiah Joe,OKC,GSW,ra,5.5,PrizePicks,Under,-140,3.66,3.18,4.1,0.42,-1.4,3.71,0.33,-1.79,0.417,140,0.583,-140,0.457,45.7,RED (Low),119,Pass,Pass (ML near 50/50),,,25,2025-12-03T04:10:00.000Z
275,Jordan Walsh,BOS,NYK,ra,8.5,PrizePicks,Under,-140,5.24,2.64,7.1,0.42,-1.4,6.71,0.44,-1.79,0.417,140,0.583,-140,0.516,51.6,RED (Low),-106,Pass,Pass (ML near 50/50),,,25,2025-12-03T01:10:00.000Z
63,CJ McCollum,WAS,PHI,pra,31.5,PrizePicks,Under,-140,28.51,27,30,0.42,-1.5,28.57,0.33,-2.93,0.417,140,0.583,-140,0.277,27.7,RED (Low),261,Under,Under (Strong agreement),0.3344,0.1672,25,2025-12-03T00:10:00.000Z
462,Shaedon Sharpe,POR,TOR,points,24.5,PrizePicks,Under,-140,19.94,14.84,23,0.42,-1.5,24,0.56,-0.5,0.417,140,0.583,-140,0.286,28.6,RED (Low),249,Under,Under (Strong agreement),0.3125,0.1562,25,2025-12-03T00:40:00.000Z
117,Derrick White,BOS,NYK,ra,11.5,PrizePicks,Under,-140,8.99,7.89,9.8,0.42,-1.7,9.57,0.33,-1.93,0.417,140,0.583,-140,0.52,52,RED (Low),-108,Pass,Pass (ML near 50/50),,,25,2025-12-03T01:10:00.000Z
336,Kyshawn George,WAS,PHI,fs,30.5,PrizePicks,Under,-140,27.38,23.38,28.73,0.42,-1.77,32.67,0.56,2.17,0.417,140,0.583,-140,0.533,53.3,RED (Low),-114,Pass,Pass (ML near 50/50),,,25,2025-12-03T00:10:00.000Z
503,Yves Missi,NOP,MIN,fs,19.5,PrizePicks,Over,140,20.56,24.05,17.73,0.42,-1.77,19.26,0.44,-0.24,0.417,140,0.583,-140,0.531,53.1,RED (Low),-113,Pass,Pass (ML near 50/50),,,25,2025-12-03T01:10:00.000Z
386,Naz Reid,MIN,NOP,pra,25.5,PrizePicks,Under,-140,21.33,17.93,23.6,0.42,-1.9,23.57,0.33,-1.93,0.417,140,0.583,-140,0.246,24.6,RED (Low),306,Under,Under (Strong agreement),0.4087,0.2043,25,2025-12-03T01:10:00.000Z
494,Vince Williams,MEM,SAS,ra,15.5,PrizePicks,Under,-140,11.15,7.28,13.3,0.42,-2.2,14.57,0.56,-0.93,0.417,140,0.583,-140,0.497,49.7,RED (Low),101,Pass,Pass (ML near 50/50),,,25,2025-12-03T01:10:00.000Z
256,Jimmy Butler,GSW,OKC,pra,36.5,PrizePicks,Under,-140,31.65,28.05,33.8,0.42,-2.7,34.57,0.33,-1.93,0.417,140,0.583,-140,0.295,29.5,RED (Low),239,Under,Under (Strong agreement),0.2924,0.1462,25,2025-12-03T04:10:00.000Z
509,Zach Edey,MEM,SAS,fs,36.5,PrizePicks,Under,-140,31.04,25.98,33.78,0.42,-2.72,35.7,0.56,-0.8,0.417,140,0.583,-140,0.495,49.5,RED (Low),102,Pass,Pass (ML near 50/50),,,25,2025-12-03T01:10:00.000Z
228,Jaylen Brown,BOS,NYK,pra,44.5,PrizePicks,Under,-140,36.49,27.32,41.4,0.42,-3.1,45,0.56,0.5,0.417,140,0.583,-140,0.342,34.2,RED (Low),192,Under,Under (Strong agreement),0.1781,0.0891,25,2025-12-03T01:10:00.000Z
84,Cedric Coward,MEM,SAS,fs,25.5,PrizePicks,Under,-140,23.43,25.88,22.29,0.42,-3.21,20.79,0.44,-4.71,0.417,140,0.583,-140,0.53,53,RED (Low),-113,Pass,Pass (ML near 50/50),,,25,2025-12-03T01:10:00.000Z
21,Anfernee Simons,BOS,NYK,pra,22.5,PrizePicks,Under,-140,19.37,20.64,19.2,0.42,-3.3,17.14,0.33,-5.36,0.417,140,0.583,-140,0.251,25.1,RED (Low),298,Under,Under (Strong agreement),0.3974,0.1987,25,2025-12-03T01:10:00.000Z
291,Josh Minott,BOS,NYK,points,8.5,PrizePicks,Under,-140,4.48,3.14,5.2,0.42,-3.3,5.71,0.44,-2.79,0.417,140,0.583,-140,0.27,27,RED (Low),271,Under,Under (Strong agreement),0.3527,0.1764,25,2025-12-03T01:10:00.000Z
343,Luke Kornet,SAS,MEM,points,11.5,PrizePicks,Under,-140,6.84,5.32,8.2,0.42,-3.3,7.14,0.33,-4.36,0.417,140,0.583,-140,0.265,26.5,RED (Low),278,Under,Under (Strong agreement),0.3649,0.1825,25,2025-12-03T01:10:00.000Z
433,Saddiq Bey,NOP,MIN,points,18.5,PrizePicks,Under,-140,14.68,14,15.2,0.42,-3.3,15,0.44,-3.5,0.417,140,0.583,-140,0.268,26.8,RED (Low),273,Under,Under (Strong agreement),0.3561,0.1781,25,2025-12-03T01:10:00.000Z
392,Neemias Queta,BOS,NYK,pra,25.5,PrizePicks,Under,-140,17.64,10.56,22.1,0.42,-3.4,22.86,0.44,-2.64,0.417,140,0.583,-140,0.298,29.8,RED (Low),236,Under,Under (Strong agreement),0.2849,0.1425,25,2025-12-03T01:10:00.000Z
505,Yves Missi,NOP,MIN,pra,16.5,PrizePicks,Under,-140,15.16,17.69,13,0.42,-3.5,14.43,0.44,-2.07,0.417,140,0.583,-140,0.236,23.6,RED (Low),323,Under,Under (Strong agreement),0.4333,0.2166,25,2025-12-03T01:10:00.000Z
287,Josh Hart,NYK,BOS,ra,18.5,PrizePicks,Under,-140,13.24,10.26,14.9,0.42,-3.6,15.86,0.44,-2.64,0.417,140,0.583,-140,0.479,47.9,RED (Low),109,Pass,Pass (ML near 50/50),,,25,2025-12-03T01:10:00.000Z
26,Anthony Edwards,MIN,NOP,points,34.5,PrizePicks,Under,-140,28.15,24.08,30.8,0.42,-3.7,31,0.44,-3.5,0.417,140,0.583,-140,0.344,34.4,RED (Low),190,Under,Under (Strong agreement),0.1737,0.0868,25,2025-12-03T01:10:00.000Z
342,Luke Kornet,SAS,MEM,fs,25,PrizePicks,Under,-140,18.84,14.44,21.25,0.42,-3.75,22.8,0.44,-2.2,0.417,140,0.583,-140,0.495,49.5,RED (Low),102,Pass,Pass (ML near 50/50),,,25,2025-12-03T01:10:00.000Z
292,Josh Minott,BOS,NYK,pra,13.5,PrizePicks,Under,-140,8.04,5.27,9.7,0.42,-3.8,10.29,0.44,-3.21,0.417,140,0.583,-140,0.303,30.3,RED (Low),230,Under,Under (Strong agreement),0.2728,0.1364,25,2025-12-03T01:10:00.000Z
91,Chet Holmgren,OKC,GSW,points,21.5,PrizePicks,Under,-140,16.94,16.38,17.6,0.42,-3.9,16.71,0.33,-4.79,0.417,140,0.583,-140,0.287,28.7,RED (Low),248,Under,Under (Strong agreement),0.3112,0.1556,25,2025-12-03T04:10:00.000Z
27,Anthony Edwards,MIN,NOP,pra,44.5,PrizePicks,Under,-140,37.41,33.53,40.2,0.42,-4.3,39.57,0.44,-4.93,0.417,140,0.583,-140,0.359,35.9,RED (Low),179,Under,Under (Lean agreement),0.1395,0.0697,25,2025-12-03T01:10:00.000Z
512,Zach Edey,MEM,SAS,ra,16.5,PrizePicks,Under,-140,11.26,9.58,12.2,0.42,-4.3,12.71,0.44,-3.79,0.417,140,0.583,-140,0.467,46.7,RED (Low),114,Pass,Pass (ML near 50/50),,,25,2025-12-03T01:10:00.000Z
338,Kyshawn George,WAS,PHI,pra,29.5,PrizePicks,Under,-140,21.88,17.52,23.9,0.42,-5.6,26.57,0.56,-2.93,0.417,140,0.583,-140,0.238,23.8,RED (Low),319,Under,Under (Strong agreement),0.4276,0.2138,25,2025-12-03T00:10:00.000Z
43,Brandon Ingram,TOR,POR,fs,40.5,PrizePicks,Under,-140,34.21,33.58,34.74,0.42,-5.76,34.39,0.44,-6.11,0.417,140,0.583,-140,0.485,48.5,RED (Low),106,Pass,Pass (ML near 50/50),,,25,2025-12-03T00:40:00.000Z
150,Dylan Harper,SAS,MEM,rebounds,4.5,PrizePicks,Under,-175,2.91,3,3,0.36,-1.5,2.57,0.33,-1.93,0.364,175,0.636,-175,0.223,22.3,RED (Low),348,Under,Under (Strong agreement),0.3867,0.1934,21.8,2025-12-03T01:10:00.000Z
159,Gradey Dick,TOR,POR,pra,8.5,PrizePicks,Over,200,10.44,14.61,8.2,0.33,-0.3,6.57,0.22,-1.93,0.333,200,0.667,-200,0.321,32.1,RED (Low),212,Pass,Pass (Hist Over vs ML Under),,,20,2025-12-03T00:40:00.000Z
174,Isaiah Joe,OKC,GSW,assists,2.5,PrizePicks,Under,-200,1.49,1.14,1.8,0.33,-0.7,1.57,0.33,-0.93,0.333,200,0.667,-200,0.204,20.4,RED (Low),390,Under,Under (Strong agreement),0.3874,0.1937,20,2025-12-03T04:10:00.000Z
271,Jordan Walsh,BOS,NYK,assists,2.5,PrizePicks,Under,-200,1.1,0.53,1.5,0.33,-1,1.43,0.33,-1.07,0.333,200,0.667,-200,0.178,17.8,RED (Low),462,Under,Under (Strong agreement),0.4659,0.2329,20,2025-12-03T01:10:00.000Z
77,Cason Wallace,OKC,GSW,assists,3.5,PrizePicks,Under,-200,2.12,2.02,2.2,0.33,-1.3,2.14,0.33,-1.36,0.333,200,0.667,-200,0.185,18.5,RED (Low),441,Under,Under (Strong agreement),0.4459,0.223,20,2025-12-03T04:10:00.000Z
431,Saddiq Bey,NOP,MIN,assists,4.5,PrizePicks,Under,-200,2.57,1.87,3.2,0.33,-1.3,2.71,0.22,-1.79,0.333,200,0.667,-200,0.171,17.1,RED (Low),486,Under,Under (Strong agreement),0.4877,0.2439,20,2025-12-03T01:10:00.000Z
282,Jose Alvarado,NOP,MIN,rebounds,4.5,PrizePicks,Under,-200,2.89,2.28,3.1,0.33,-1.4,3.71,0.44,-0.79,0.333,200,0.667,-200,0.241,24.1,RED (Low),315,Under,Under (Strong agreement),0.277,0.1385,20,2025-12-03T01:10:00.000Z
393,Neemias Queta,BOS,NYK,ra,12.5,PrizePicks,Under,-200,8.71,5.11,11.1,0.33,-1.4,11.14,0.33,-1.36,0.333,200,0.667,-200,0.494,49.4,RED (Low),102,Pass,Pass (ML near 50/50),,,20,2025-12-03T01:10:00.000Z
470,Toumani Camara,POR,TOR,ra,9.5,PrizePicks,Under,-200,7.77,7.25,8.1,0.33,-1.4,8.14,0.33,-1.36,0.333,200,0.667,-200,0.48,48,RED (Low),108,Pass,Pass (ML near 50/50),,,20,2025-12-03T00:40:00.000Z
126,Dominick Barlow,PHI,WAS,rebounds,7,PrizePicks,Under,-200,4.54,3.35,5.5,0.33,-1.5,5,0.22,-2,0.333,200,0.667,-200,0.271,27.1,RED (Low),269,Under,Under (Strong agreement),0.1878,0.0939,20,2025-12-03T00:10:00.000Z
465,Shaedon Sharpe,POR,TOR,rebounds,6.5,PrizePicks,Under,-200,4.39,3.98,5,0.33,-1.5,4,0.22,-2.5,0.333,200,0.667,-200,0.267,26.7,RED (Low),274,Under,Under (Strong agreement),0.198,0.099,20,2025-12-03T00:40:00.000Z
22,Anfernee Simons,BOS,NYK,ra,7.5,PrizePicks,Under,-200,5.64,5.7,5.9,0.33,-1.6,5,0.22,-2.5,0.333,200,0.667,-200,0.452,45.2,RED (Low),121,Pass,Pass (ML near 50/50),,,20,2025-12-03T01:10:00.000Z
127,Donovan Clingan,POR,TOR,assists,3.5,PrizePicks,Under,-200,1.81,1.27,1.9,0.33,-1.6,2.71,0.44,-0.79,0.333,200,0.667,-200,0.165,16.5,RED (Low),507,Under,Under (Strong agreement),0.5059,0.2529,20,2025-12-03T00:40:00.000Z
253,Jimmy Butler,GSW,OKC,assists,7.5,PrizePicks,Under,-200,5.3,4.36,5.9,0.33,-1.6,6,0.33,-1.5,0.333,200,0.667,-200,0.195,19.5,RED (Low),413,Under,Under (Strong agreement),0.4153,0.2077,20,2025-12-03T04:10:00.000Z
306,Julius Randle,MIN,NOP,rebounds,9.5,PrizePicks,Under,-200,8.34,9.1,7.9,0.33,-1.6,7.71,0.33,-1.79,0.333,200,0.667,-200,0.278,27.8,RED (Low),260,Under,Under (Strong agreement),0.1668,0.0834,20,2025-12-03T01:10:00.000Z
442,Sam Hauser,BOS,NYK,rebounds,5.5,PrizePicks,Under,-200,3.47,2.91,3.9,0.33,-1.6,3.71,0.33,-1.79,0.333,200,0.667,-200,0.229,22.9,RED (Low),337,Under,Under (Strong agreement),0.313,0.1565,20,2025-12-03T01:10:00.000Z
382,Moses Moody,GSW,OKC,rebounds,5.5,PrizePicks,Under,-200,3.36,2.31,3.8,0.33,-1.7,4.57,0.44,-0.93,0.333,200,0.667,-200,0.233,23.3,RED (Low),329,Under,Under (Strong agreement),0.301,0.1505,20,2025-12-03T04:10:00.000Z
477,Trey Murphy,NOP,MIN,rebounds,7.5,PrizePicks,Under,-200,4.9,4.05,5.7,0.33,-1.8,5,0.33,-2.5,0.333,200,0.667,-200,0.272,27.2,RED (Low),267,Under,Under (Strong agreement),0.1829,0.0914,20,2025-12-03T01:10:00.000Z
459,Scottie Barnes,TOR,POR,rebounds,10.5,PrizePicks,Under,-200,8.13,7.52,8.6,0.33,-1.9,8.43,0.33,-2.07,0.333,200,0.667,-200,0.267,26.7,RED (Low),274,Under,Under (Strong agreement),0.1979,0.099,20,2025-12-03T00:40:00.000Z
483,Tyrese Maxey,PHI,WAS,rebounds,6.5,PrizePicks,Under,-200,3.94,3.09,4.6,0.33,-1.9,4.29,0.33,-2.21,0.333,200,0.667,-200,0.243,24.3,RED (Low),311,Under,Under (Strong agreement),0.2706,0.1353,20,2025-12-03T00:10:00.000Z
