,player,team,opponent,market,line,book,bet_side,bet_odds,predicted_score,season_avg,avg_last_10,over_rate_last_10,edge_last_10,avg_last_7,over_rate_last_7,edge_last_7,over_prob,over_odds,under_prob,under_odds,ml_prob_over,ml_prob_pct,ml_conf_tier,ml_odds_over,unified_side,unified_pick,kelly_full,kelly_half,confidence_pct,game_time
466,Toumani Camara,POR,TOR,assists,4.5,PrizePicks,Under,-500,2.24,1.89,2.5,0.17,-2,2.43,0.11,-2.07,0.167,500,0.833,-500,0.195,19.5,RED (Low),412,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
484,VJ Edgecombe,PHI,WAS,assists,5.5,PrizePicks,Under,-500,3.68,4.06,3.5,0.17,-2,3.29,0.22,-2.21,0.167,500,0.833,-500,0.228,22.8,RED (Low),339,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
452,Santi Aldama,MEM,SAS,ra,12.5,PrizePicks,Under,-500,9.11,7.31,10.4,0.17,-2.1,10.14,0.11,-2.36,0.167,500,0.833,-500,0.479,47.9,RED (Low),109,Pass,Pass (ML near 50/50),,,10,2025-12-03T01:10:00.000Z
179,Isaiah Joe,OKC,GSW,rebounds,4.5,PrizePicks,Under,-500,2.17,2.04,2.3,0.17,-2.2,2.14,0.11,-2.36,0.167,500,0.833,-500,0.204,20.4,RED (Low),391,Under,Under (Strong agreement),,,10,2025-12-03T04:10:00.000Z
236,Jaylen Wells,MEM,SAS,rebounds,5.5,PrizePicks,Under,-500,3.37,3.42,3.3,0.17,-2.2,3.43,0.22,-2.07,0.167,500,0.833,-500,0.23,23,RED (Low),335,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
258,Jimmy Butler,GSW,OKC,rebounds,8.5,PrizePicks,Under,-500,5.95,5.36,6.3,0.17,-2.2,6.43,0.11,-2.07,0.167,500,0.833,-500,0.277,27.7,RED (Low),261,Under,Under (Strong agreement),,,10,2025-12-03T04:10:00.000Z
335,Kyshawn George,WAS,PHI,assists,7.5,PrizePicks,Under,-500,4.47,2.95,5.3,0.17,-2.2,5.86,0.22,-1.64,0.167,500,0.833,-500,0.198,19.8,RED (Low),404,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
66,Cam Spencer,MEM,SAS,assists,6.5,PrizePicks,Under,-500,3.53,2.35,4.2,0.17,-2.3,4.57,0.22,-1.93,0.167,500,0.833,-500,0.2,20,RED (Low),399,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
190,Jaden McDaniels,MIN,NOP,rebounds,7.5,PrizePicks,Under,-500,4.75,4.2,5.1,0.17,-2.4,5.14,0.22,-2.36,0.167,500,0.833,-500,0.27,27,RED (Low),271,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
195,Jakob Poeltl,TOR,POR,ra,14.5,PrizePicks,Under,-500,10.89,8.85,12.1,0.17,-2.4,12.57,0.22,-1.93,0.167,500,0.833,-500,0.468,46.8,RED (Low),114,Pass,Pass (ML near 50/50),,,10,2025-12-03T00:40:00.000Z
327,Khris Middleton,WAS,PHI,assists,6.5,PrizePicks,Under,-500,4.16,3.94,4.1,0.17,-2.4,4.71,0.22,-1.79,0.167,500,0.833,-500,0.205,20.5,RED (Low),387,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
332,Khris Middleton,WAS,PHI,rebounds,6.5,PrizePicks,Under,-500,4.42,4.76,4,0.17,-2.5,4.57,0.22,-1.93,0.167,500,0.833,-500,0.251,25.1,RED (Low),299,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
359,Mike Conley,MIN,NOP,assists,5.5,PrizePicks,Under,-500,4.1,5.62,3,0.17,-2.5,3.29,0.22,-2.21,0.167,500,0.833,-500,0.249,24.9,RED (Low),302,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
454,Scottie Barnes,TOR,POR,assists,7.5,PrizePicks,Under,-500,4.84,4.96,5,0.17,-2.5,4.29,0.11,-3.21,0.167,500,0.833,-500,0.212,21.2,RED (Low),373,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
514,Zion Williamson,NOP,MIN,assists,6.5,PrizePicks,Under,-500,4.06,4.29,4,0.17,-2.5,3.71,0.11,-2.79,0.167,500,0.833,-500,0.203,20.3,RED (Low),392,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
11,Ajay Mitchell,OKC,GSW,rebounds,5.5,PrizePicks,Under,-500,2.64,2.47,2.9,0.17,-2.6,2.43,0.11,-3.07,0.167,500,0.833,-500,0.214,21.4,RED (Low),368,Under,Under (Strong agreement),,,10,2025-12-03T04:10:00.000Z
64,CJ McCollum,WAS,PHI,ra,9.5,PrizePicks,Under,-500,7.05,7.44,6.9,0.17,-2.6,6.57,0.11,-2.93,0.167,500,0.833,-500,0.477,47.7,RED (Low),110,Pass,Pass (ML near 50/50),,,10,2025-12-03T00:10:00.000Z
301,Julius Randle,MIN,NOP,assists,8.5,PrizePicks,Under,-500,5.02,3.88,5.9,0.17,-2.6,5.57,0.22,-2.93,0.167,500,0.833,-500,0.201,20.1,RED (Low),398,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
472,Trey Murphy,NOP,MIN,assists,5.5,PrizePicks,Under,-500,2.51,1.94,2.9,0.17,-2.6,2.86,0.22,-2.64,0.167,500,0.833,-500,0.2,20,RED (Low),400,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
252,Jeremiah Fears,NOP,MIN,rebounds,6.5,PrizePicks,Under,-500,3.63,3.29,3.8,0.17,-2.7,4,0.22,-2.5,0.167,500,0.833,-500,0.225,22.5,RED (Low),345,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
447,Sandro Mamukelashvili,TOR,POR,rebounds,7.5,PrizePicks,Under,-500,4.21,3.24,4.8,0.17,-2.7,5,0.22,-2.5,0.167,500,0.833,-500,0.241,24.1,RED (Low),315,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
36,Brandin Podziemski,GSW,OKC,assists,5.5,PrizePicks,Under,-500,3.02,3.5,2.7,0.17,-2.8,2.71,0.22,-2.79,0.167,500,0.833,-500,0.186,18.6,RED (Low),437,Under,Under (Strong agreement),,,10,2025-12-03T04:10:00.000Z
112,Derik Queen,NOP,MIN,rebounds,9.5,PrizePicks,Under,-500,6.34,6.14,6.7,0.17,-2.8,6,0.11,-3.5,0.167,500,0.833,-500,0.271,27.1,RED (Low),269,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
184,Ja'Kobe Walter,TOR,POR,rebounds,5.5,PrizePicks,Under,-500,2.86,2.81,2.7,0.17,-2.8,3.29,0.22,-2.21,0.167,500,0.833,-500,0.212,21.2,RED (Low),371,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
246,Jerami Grant,POR,TOR,rebounds,6.5,PrizePicks,Under,-500,3.96,3.92,3.7,0.17,-2.8,4.57,0.22,-1.93,0.167,500,0.833,-500,0.24,24,RED (Low),317,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
453,Santi Aldama,MEM,SAS,rebounds,9.5,PrizePicks,Under,-500,6.04,5.33,6.7,0.17,-2.8,6.14,0.11,-3.36,0.167,500,0.833,-500,0.264,26.4,RED (Low),279,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
46,Brandon Ingram,TOR,POR,ra,11.5,PrizePicks,Under,-500,8.98,9.48,8.6,0.17,-2.9,8.71,0.22,-2.79,0.167,500,0.833,-500,0.436,43.6,RED (Low),130,Under,Under (Lean agreement),,,10,2025-12-03T00:40:00.000Z
273,Jordan Walsh,BOS,NYK,points,9.5,PrizePicks,Under,-500,4.87,2.36,6.6,0.17,-2.9,6.43,0.22,-3.07,0.167,500,0.833,-500,0.273,27.3,RED (Low),266,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
362,Mike Conley,MIN,NOP,pra,12.5,PrizePicks,Over,500,14.79,22.46,9.6,0.17,-2.9,9.86,0.22,-2.64,0.167,500,0.833,-500,0.355,35.5,RED (Low),182,Pass,Pass (Disagree: Hist Over vs ML Under),,,10,2025-12-03T01:10:00.000Z
412,Quentin Grimes,PHI,WAS,rebounds,6.5,PrizePicks,Under,-500,3.38,3.13,3.6,0.17,-2.9,3.43,0.22,-3.07,0.167,500,0.833,-500,0.222,22.2,RED (Low),350,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
429,S. Gilgeous-Alexander,OKC,GSW,ra,14.5,PrizePicks,Under,-500,10.77,9.96,11.6,0.17,-2.9,10.71,0.11,-3.79,0.167,500,0.833,-500,0.467,46.7,RED (Low),114,Pass,Pass (ML near 50/50),,,10,2025-12-03T04:10:00.000Z
35,Bilal Coulibaly,WAS,PHI,rebounds,6.5,PrizePicks,Under,-500,3.87,4.46,3.5,0.17,-3,3.43,0.11,-3.07,0.167,500,0.833,-500,0.243,24.3,RED (Low),311,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
203,Jalen Williams,OKC,GSW,assists,7.5,PrizePicks,Under,-500,4.44,4.32,4.5,0.17,-3,4.57,0.22,-2.93,0.167,500,0.833,-500,0.199,19.9,RED (Low),402,Under,Under (Strong agreement),,,10,2025-12-03T04:10:00.000Z
269,Jordan Clarkson,NYK,BOS,ra,7.5,PrizePicks,Under,-500,5.15,6.22,4.5,0.17,-3,4.29,0.11,-3.21,0.167,500,0.833,-500,0.442,44.2,RED (Low),126,Under,Under (Lean agreement),,,10,2025-12-03T01:10:00.000Z
311,K. Caldwell-Pope,MEM,SAS,ra,7.5,PrizePicks,Under,-500,4.69,4.79,4.5,0.17,-3,4.86,0.22,-2.64,0.167,500,0.833,-500,0.444,44.4,RED (Low),125,Under,Under (Lean agreement),,,10,2025-12-03T01:10:00.000Z
369,Miles McBride,NYK,BOS,ra,7.5,PrizePicks,Under,-500,4.14,3.36,4.5,0.17,-3,5,0.22,-2.5,0.167,500,0.833,-500,0.502,50.2,RED (Low),-101,Pass,Pass (ML near 50/50),,,10,2025-12-03T01:10:00.000Z
41,Brandin Podziemski,GSW,OKC,rebounds,7.5,PrizePicks,Under,-500,4.78,5.33,4.4,0.17,-3.1,4.43,0.22,-3.07,0.167,500,0.833,-500,0.268,26.8,RED (Low),273,Under,Under (Strong agreement),,,10,2025-12-03T04:10:00.000Z
133,Donte DiVincenzo,MIN,NOP,assists,6.5,PrizePicks,Under,-500,3.27,2.92,3.4,0.17,-3.1,3.71,0.22,-2.79,0.167,500,0.833,-500,0.199,19.9,RED (Low),404,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
283,Josh Hart,NYK,BOS,assists,9.5,PrizePicks,Under,-500,5.12,3.25,6.4,0.17,-3.1,6.29,0.11,-3.21,0.167,500,0.833,-500,0.203,20.3,RED (Low),392,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
294,Josh Minott,BOS,NYK,rebounds,6.5,PrizePicks,Under,-500,2.76,1.63,3.4,0.17,-3.1,3.71,0.22,-2.79,0.167,500,0.833,-500,0.214,21.4,RED (Low),366,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
430,S. Gilgeous-Alexander,OKC,GSW,rebounds,7.5,PrizePicks,Under,-500,4.53,4.79,4.4,0.17,-3.1,4.29,0.22,-3.21,0.167,500,0.833,-500,0.25,25,RED (Low),300,Under,Under (Strong agreement),,,10,2025-12-03T04:10:00.000Z
407,Quentin Grimes,PHI,WAS,assists,7.5,PrizePicks,Under,-500,3.38,2.18,4.2,0.17,-3.3,4.14,0.22,-3.36,0.167,500,0.833,-500,0.195,19.5,RED (Low),412,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
506,Yves Missi,NOP,MIN,ra,10.5,PrizePicks,Under,-500,8.16,9.12,7.2,0.17,-3.3,8.14,0.22,-2.36,0.167,500,0.833,-500,0.432,43.2,RED (Low),132,Under,Under (Lean agreement),,,10,2025-12-03T01:10:00.000Z
277,Jose Alvarado,NOP,MIN,assists,6.5,PrizePicks,Under,-500,3.2,3.12,3.1,0.17,-3.4,3.57,0.22,-2.93,0.167,500,0.833,-500,0.198,19.8,RED (Low),405,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
331,Khris Middleton,WAS,PHI,ra,11.5,PrizePicks,Under,-500,8.58,8.7,8.1,0.17,-3.4,9.29,0.22,-2.21,0.167,500,0.833,-500,0.447,44.7,RED (Low),124,Under,Under (Lean agreement),,,10,2025-12-03T00:10:00.000Z
417,Quinten Post,GSW,OKC,ra,8.5,PrizePicks,Under,-500,5.2,4.94,5,0.17,-3.5,6.14,0.22,-2.36,0.167,500,0.833,-500,0.448,44.8,RED (Low),123,Under,Under (Lean agreement),,,10,2025-12-03T04:10:00.000Z
123,Devin Vassell,SAS,MEM,ra,9.5,PrizePicks,Under,-500,6.24,6.35,5.9,0.17,-3.6,6.71,0.22,-2.79,0.167,500,0.833,-500,0.467,46.7,RED (Low),114,Pass,Pass (ML near 50/50),,,10,2025-12-03T01:10:00.000Z
305,Julius Randle,MIN,NOP,ra,17.5,PrizePicks,Under,-500,13.37,12.98,13.8,0.17,-3.7,13.29,0.22,-4.21,0.167,500,0.833,-500,0.425,42.5,RED (Low),135,Under,Under (Lean agreement),,,10,2025-12-03T01:10:00.000Z
317,Karl-Anthony Towns,NYK,BOS,ra,18.5,PrizePicks,Under,-500,14.48,14.25,14.8,0.17,-3.7,14.29,0.22,-4.21,0.167,500,0.833,-500,0.435,43.5,RED (Low),130,Under,Under (Lean agreement),,,10,2025-12-03T01:10:00.000Z
274,Jordan Walsh,BOS,NYK,pra,17.5,PrizePicks,Under,-500,10.11,5,13.7,0.17,-3.8,13.14,0.22,-4.36,0.167,500,0.833,-500,0.314,31.4,RED (Low),219,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
458,Scottie Barnes,TOR,POR,ra,17.5,PrizePicks,Under,-500,12.97,12.47,13.6,0.17,-3.9,12.71,0.11,-4.79,0.167,500,0.833,-500,0.447,44.7,RED (Low),124,Under,Under (Lean agreement),,,10,2025-12-03T00:40:00.000Z
346,Luke Kornet,SAS,MEM,rebounds,9.5,PrizePicks,Under,-500,4.85,3.55,5.5,0.17,-4,6.14,0.22,-3.36,0.167,500,0.833,-500,0.273,27.3,RED (Low),266,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
423,Rudy Gobert,MIN,NOP,ra,16.5,PrizePicks,Under,-500,12.98,13.03,12.5,0.17,-4,13.86,0.22,-2.64,0.167,500,0.833,-500,0.437,43.7,RED (Low),129,Under,Under (Lean agreement),,,10,2025-12-03T01:10:00.000Z
80,Cason Wallace,OKC,GSW,pra,16.5,PrizePicks,Under,-500,12.59,12.47,12.3,0.17,-4.2,13.43,0.22,-3.07,0.167,500,0.833,-500,0.238,23.8,RED (Low),320,Under,Under (Strong agreement),,,10,2025-12-03T04:10:00.000Z
424,Rudy Gobert,MIN,NOP,rebounds,14.5,PrizePicks,Under,-500,10.99,11.66,10.3,0.17,-4.2,11,0.22,-3.5,0.167,500,0.833,-500,0.263,26.3,RED (Low),280,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
374,Mitchell Robinson,NYK,BOS,pra,17.5,PrizePicks,Under,-500,14.23,16.17,13.2,0.17,-4.3,12.43,0.11,-5.07,0.167,500,0.833,-500,0.224,22.4,RED (Low),346,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
394,Neemias Queta,BOS,NYK,rebounds,13.5,PrizePicks,Under,-500,7.29,4.32,9.2,0.17,-4.3,9.43,0.22,-4.07,0.167,500,0.833,-500,0.289,28.9,RED (Low),246,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
8,Ajay Mitchell,OKC,GSW,points,17.5,PrizePicks,Under,-500,11.58,9.72,13.1,0.17,-4.4,12.29,0.22,-5.21,0.167,500,0.833,-500,0.286,28.6,RED (Low),250,Under,Under (Strong agreement),,,10,2025-12-03T04:10:00.000Z
135,Donte DiVincenzo,MIN,NOP,points,18.5,PrizePicks,Under,-500,12.74,10.89,14.1,0.17,-4.4,13.71,0.11,-4.79,0.167,500,0.833,-500,0.293,29.3,RED (Low),241,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
250,Jeremiah Fears,NOP,MIN,pra,27.5,PrizePicks,Under,-500,22.27,21.43,23.1,0.17,-4.4,22.29,0.22,-5.21,0.167,500,0.833,-500,0.277,27.7,RED (Low),261,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
361,Mike Conley,MIN,NOP,points,9.5,PrizePicks,Under,-500,8.54,13.91,5,0.17,-4.5,4.86,0.22,-4.64,0.167,500,0.833,-500,0.349,34.9,RED (Low),187,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
340,Kyshawn George,WAS,PHI,rebounds,9.5,PrizePicks,Under,-500,4.95,4.54,4.9,0.17,-4.6,5.86,0.22,-3.64,0.167,500,0.833,-500,0.256,25.6,RED (Low),291,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
267,Jordan Clarkson,NYK,BOS,points,16.5,PrizePicks,Under,-500,13.23,15.84,11.8,0.17,-4.7,10.86,0.11,-5.64,0.167,500,0.833,-500,0.293,29.3,RED (Low),241,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
398,Paul George,PHI,WAS,pra,29.5,PrizePicks,Under,-500,26.66,30.52,24.7,0.17,-4.8,22.86,0.11,-6.64,0.167,500,0.833,-500,0.296,29.6,RED (Low),238,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
333,Kris Murray,POR,TOR,points,11.5,PrizePicks,Under,-500,6.11,5.17,6.6,0.17,-4.9,7,0.22,-4.5,0.167,500,0.833,-500,0.284,28.4,RED (Low),252,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
288,Josh Hart,NYK,BOS,rebounds,13.5,PrizePicks,Under,-500,8.12,7.02,8.5,0.17,-5,9.57,0.22,-3.93,0.167,500,0.833,-500,0.317,31.7,RED (Low),216,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
376,Mitchell Robinson,NYK,BOS,rebounds,13.5,PrizePicks,Under,-500,8.23,7.85,8.5,0.17,-5,8.43,0.22,-5.07,0.167,500,0.833,-500,0.314,31.4,RED (Low),218,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
141,Draymond Green,GSW,OKC,points,13.5,PrizePicks,Under,-500,8.3,8.69,8,0.17,-5.5,8.14,0.11,-5.36,0.167,500,0.833,-500,0.245,24.5,RED (Low),308,Under,Under (Strong agreement),,,10,2025-12-03T04:10:00.000Z
188,Jaden McDaniels,MIN,NOP,pra,26.5,PrizePicks,Under,-500,18.77,16.37,20.9,0.17,-5.6,19.29,0.11,-7.21,0.167,500,0.833,-500,0.259,25.9,RED (Low),286,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
504,Yves Missi,NOP,MIN,points,11.5,PrizePicks,Under,-500,7,8.56,5.8,0.17,-5.7,6.29,0.22,-5.21,0.167,500,0.833,-500,0.257,25.7,RED (Low),289,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
51,Bub Carrington,WAS,PHI,pra,19.5,PrizePicks,Under,-500,14.96,17.62,13.5,0.17,-6,12.57,0.11,-6.93,0.167,500,0.833,-500,0.211,21.1,RED (Low),374,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
445,Sandro Mamukelashvili,TOR,POR,points,17.5,PrizePicks,Under,-500,9.24,5.67,11.5,0.17,-6,11.86,0.22,-5.64,0.167,500,0.833,-500,0.293,29.3,RED (Low),241,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
428,S. Gilgeous-Alexander,OKC,GSW,pra,49.5,PrizePicks,Under,-500,39.89,34.76,43.4,0.17,-6.1,43.14,0.22,-6.36,0.167,500,0.833,-500,0.353,35.3,RED (Low),183,Under,Under (Lean agreement),,,10,2025-12-03T04:10:00.000Z
97,De'Aaron Fox,SAS,MEM,points,30.5,PrizePicks,Under,-500,23.48,21.52,24.1,0.17,-6.4,26.14,0.22,-4.36,0.167,500,0.833,-500,0.308,30.8,RED (Low),224,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
199,Jalen Brunson,NYK,BOS,points,34.5,PrizePicks,Under,-500,24.54,18.46,28.1,0.17,-6.4,29.57,0.22,-4.93,0.167,500,0.833,-500,0.316,31.6,RED (Low),217,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
187,Jaden McDaniels,MIN,NOP,points,19.5,PrizePicks,Under,-500,11.72,10.59,13,0.17,-6.5,11.43,0.11,-8.07,0.167,500,0.833,-500,0.278,27.8,RED (Low),260,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
416,Quinten Post,GSW,OKC,pra,18.5,PrizePicks,Under,-500,12.79,12.56,12,0.17,-6.5,14.86,0.22,-3.64,0.167,500,0.833,-500,0.233,23.3,RED (Low),330,Under,Under (Strong agreement),,,10,2025-12-03T04:10:00.000Z
121,Devin Vassell,SAS,MEM,points,23.5,PrizePicks,Under,-500,16.35,14.23,16.8,0.17,-6.7,19.71,0.22,-3.79,0.167,500,0.833,-500,0.296,29.6,RED (Low),238,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
303,Julius Randle,MIN,NOP,points,27.5,PrizePicks,Under,-500,19.66,19.15,20.8,0.17,-6.7,18.43,0.22,-9.07,0.167,500,0.833,-500,0.317,31.7,RED (Low),216,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
446,Sandro Mamukelashvili,TOR,POR,pra,24.5,PrizePicks,Under,-500,14.75,9.93,17.8,0.17,-6.7,18.29,0.22,-6.21,0.167,500,0.833,-500,0.302,30.2,RED (Low),231,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
115,Derrick White,BOS,NYK,points,24.5,PrizePicks,Under,-500,15.79,13.07,17.7,0.17,-6.8,17.43,0.22,-7.07,0.167,500,0.833,-500,0.296,29.6,RED (Low),237,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
39,Brandin Podziemski,GSW,OKC,pra,26.5,PrizePicks,Under,-500,19.88,19.45,19.6,0.17,-6.9,21.29,0.22,-5.21,0.167,500,0.833,-500,0.256,25.6,RED (Low),291,Under,Under (Strong agreement),,,10,2025-12-03T04:10:00.000Z
98,De'Aaron Fox,SAS,MEM,pra,41.5,PrizePicks,Under,-500,33.76,31.58,34.6,0.17,-6.9,36.43,0.22,-5.07,0.167,500,0.833,-500,0.316,31.6,RED (Low),217,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
171,Immanuel Quickley,TOR,POR,pra,34.5,PrizePicks,Under,-500,25.14,21.47,27.6,0.17,-6.9,27.57,0.22,-6.93,0.167,500,0.833,-500,0.292,29.2,RED (Low),242,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
468,Toumani Camara,POR,TOR,points,19.5,PrizePicks,Under,-500,11.44,9.85,12.6,0.17,-6.9,12.29,0.22,-7.21,0.167,500,0.833,-500,0.275,27.5,RED (Low),264,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
367,Miles McBride,NYK,BOS,points,19.5,PrizePicks,Under,-500,10.63,6.61,12.4,0.17,-7.1,15.14,0.22,-4.36,0.167,500,0.833,-500,0.276,27.6,RED (Low),263,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
493,Vince Williams,MEM,SAS,pra,29.5,PrizePicks,Under,-500,19.54,15.09,22.4,0.17,-7.1,22.71,0.22,-6.79,0.167,500,0.833,-500,0.258,25.8,RED (Low),287,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
33,Bilal Coulibaly,WAS,PHI,pra,22.5,PrizePicks,Under,-500,16.09,17.29,15.3,0.17,-7.2,15.29,0.11,-7.21,0.167,500,0.833,-500,0.209,20.9,RED (Low),378,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
212,Jamal Shead,TOR,POR,pra,19.5,PrizePicks,Under,-500,12.47,12.82,12.2,0.17,-7.3,12.29,0.22,-7.21,0.167,500,0.833,-500,0.226,22.6,RED (Low),342,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
486,VJ Edgecombe,PHI,WAS,points,19.5,PrizePicks,Under,-500,13.33,15.06,11.9,0.17,-7.6,12.71,0.22,-6.79,0.167,500,0.833,-500,0.256,25.6,RED (Low),291,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
122,Devin Vassell,SAS,MEM,pra,30.5,PrizePicks,Under,-500,22.6,20.58,22.7,0.17,-7.8,26.43,0.22,-4.07,0.167,500,0.833,-500,0.273,27.3,RED (Low),266,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
170,Immanuel Quickley,TOR,POR,points,24.5,PrizePicks,Under,-500,15.62,14.14,16.7,0.17,-7.8,16.43,0.11,-8.07,0.167,500,0.833,-500,0.309,30.9,RED (Low),224,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
182,Ja'Kobe Walter,TOR,POR,points,14.5,PrizePicks,Under,-500,7.49,7.73,6.7,0.17,-7.8,8.57,0.22,-5.93,0.167,500,0.833,-500,0.276,27.6,RED (Low),262,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
86,Cedric Coward,MEM,SAS,pra,27.5,PrizePicks,Under,-500,20.47,21.86,19.6,0.17,-7.9,19.43,0.22,-8.07,0.167,500,0.833,-500,0.26,26,RED (Low),284,Under,Under (Strong agreement),,,10,2025-12-03T01:10:00.000Z
409,Quentin Grimes,PHI,WAS,points,24.5,PrizePicks,Under,-500,14.45,10.87,16.4,0.17,-8.1,17.71,0.22,-6.79,0.167,500,0.833,-500,0.286,28.6,RED (Low),250,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
103,Deni Avdija,POR,TOR,points,34.5,PrizePicks,Under,-500,20.34,12.03,26.1,0.17,-8.4,25.43,0.22,-9.07,0.167,500,0.833,-500,0.304,30.4,RED (Low),229,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
469,Toumani Camara,POR,TOR,pra,29.5,PrizePicks,Under,-500,19.21,17.1,20.7,0.17,-8.8,20.43,0.22,-9.07,0.167,500,0.833,-500,0.256,25.6,RED (Low),291,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
456,Scottie Barnes,TOR,POR,points,29.5,PrizePicks,Under,-500,19.3,17.42,20.4,0.17,-9.1,20.86,0.22,-8.64,0.167,500,0.833,-500,0.323,32.3,RED (Low),209,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
215,Jared McCain,PHI,WAS,fs,21.5,PrizePicks,Under,-500,15.79,19.36,12.17,0.17,-9.33,15.9,0.22,-5.6,0.167,500,0.833,-500,0.499,49.9,RED (Low),100,Pass,Pass (ML near 50/50),,,10,2025-12-03T00:10:00.000Z
349,Marvin Bagley,WAS,PHI,points,19.5,PrizePicks,Under,-500,10.48,11.87,9.4,0.17,-10.1,9.86,0.22,-9.64,0.167,500,0.833,-500,0.28,28,RED (Low),258,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
217,Jared McCain,PHI,WAS,pra,20.5,PrizePicks,Under,-500,13.17,17.06,9.5,0.17,-11,12.71,0.22,-7.79,0.167,500,0.833,-500,0.23,23,RED (Low),335,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
216,Jared McCain,PHI,WAS,points,19.5,PrizePicks,Under,-500,9.75,12.73,6.8,0.17,-12.7,9.71,0.22,-9.79,0.167,500,0.833,-500,0.288,28.8,RED (Low),247,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
